id;name_eng;city_eng;country_eng;IATA;ICAO;timeZone
7191;St Michael Airport;St. Michael;United States;SMK;PAMK;-9,0
7192;Shaktoolik Airport;Shaktoolik;United States;SKK;PFSH;-9,0
7194;Tin City Long Range Radar Station Airport;Tin City;United States;TNC;PATC;-9,0
7195;Atka Airport;Atka;United States;AKB;PAAK;-10,0
7198;Yakataga Airport;Yakataga;United States;CYT;PACY;-9,0
7199;Alakanuk Airport;Alakanuk;United States;AUK;PAUK;-9,0
7201;Kipnuk Airport;Kipnuk;United States;KPN;PAKI;-9,0
7202;False Pass Airport;False Pass;United States;KFP;PAKF;-9,0
7203;Nelson Lagoon Airport;Nelson Lagoon;United States;NLG;PAOU;-9,0
7204;Port Moller Airport;Cold Bay;United States;PML;PAAL;-9,0
7205;Klawock Airport;Klawock;United States;KLW;PAKW;-9,0
7206;Quinhagak Airport;Quinhagak;United States;KWN;PAQH;-9,0
7207;Kotlik Airport;Kotlik;United States;KOT;PFKO;-9,0
7208;Koyukuk Airport;Koyukuk;United States;KYU;PFKU;-9,0
7209;Scammon Bay Airport;Scammon Bay;United States;SCM;PACM;-9,0
7210;Nondalton Airport;Nondalton;United States;NNL;PANO;-9,0
7213;Kongiganak Airport;Kongiganak;United States;KKH;PADY;-9,0
7214;Nikolai Airport;Nikolai;United States;NIB;PAFS;-9,0
7217;Akiak Airport;Akiak;United States;AKI;PFAK;-9,0
7220;Wainwright Airport;Wainwright;United States;AIN;PAWI;-9,0
7221;Zapala Airport;ZAPALA;Argentina;APZ;SAHZ;-3,0
7222;Rincon De Los Sauces Airport;Rincon de los Sauces;Argentina;RDS;SAHS;-3,0
7226;Tte. Julio Gallardo Airport;Puerto Natales;Chile;PNT;SCNT;-4,0
7229;Sierra Grande Airport;Sierra Grande;Argentina;SGV;SAVS;-3,0
7230;Cabo F.A.A. H. R. Bordón Airport;Ingeniero Jacobacci;Argentina;IGB;SAVJ;-3,0
7233;Chenega Bay Airport;Chenega;United States;NCN;PFCB;-9,0
7235;Tok Junction Airport;Tok;United States;TKJ;PFTO;-9,0
7236;Circle City /New/ Airport;Circle;United States;IRC;PACR;-9,0
7240;Sleetmute Airport;Sleetmute;United States;SLQ;PASL;-9,0
7242;Healy River Airport;Healy;United States;HKB;PAHV;-9,0
7244;Klawock Seaplane Base;Klawock;United States;AQC;PAQC;-9,0
7245;Minchumina Airport;Lake Minchumina;United States;MHM;PAMH;-9,0
7246;Manley Hot Springs Airport;Manley Hot Springs;United States;MLY;PAML;-9,0
7251;Natuashish Airport;Natuashish;Canada;Null;CNH2;-4,0
7252;Postville Airport;Postville;Canada;YSO;CCD4;-4,0
7253;Kangiqsujuaq (Wakeham Bay) Airport;Kangiqsujuaq;Canada;YWB;CYKG;-5,0
7254;Alma Airport;Alma;Canada;YTF;CYTF;-5,0
7255;Havre St Pierre Airport;Havre-Saint-Pierre;Canada;YGV;CYGV;-5,0
7256;Rimouski Airport;Rimouski;Canada;YXK;CYXK;-5,0
7259;Tadoule Lake Airport;Tadoule Lake;Canada;XTL;CYBQ;-6,0
7260;Lac Brochet Airport;Lac Brochet;Canada;XLB;CZWH;-6,0
7261;South Indian Lake Airport;South Indian Lake;Canada;XSI;CZSN;-6,0
7262;Brochet Airport;Brochet;Canada;YBT;CYBT;-6,0
7263;Little Grand Rapids Airport;Little Grand Rapids;Canada;ZGR;CZGR;-6,0
7264;Cross Lake (Charlie Sinclair Memorial) Airport;Cross Lake;Canada;YCR;CYCR;-6,0
7265;Red Sucker Lake Airport;Red Sucker Lake;Canada;YRS;CYRS;-6,0
7266;Rainbow Lake Airport;Rainbow Lake;Canada;YOP;CYOP;-7,0
7267;Bonnyville Airport;Bonnyville;Canada;YBY;CYBF;-7,0
7268;Nanaimo Harbour Water Airport;Nanaimo;Canada;ZNA;CAC8;-8,0
7269;Ganges Seaplane Base;Ganges;Canada;YGG;CAX6;-8,0
7272;Fort St James Airport;Fort St. James;Canada;YJM;CYJM;-8,0
7273;Boundary Bay Airport;Boundary Bay;Canada;YDT;CZBB;-8,0
7274;Langley Airport;Langley Township;Canada;Null;CYNJ;-8,0
7275;Denny Island Airport;Bella Bella;Canada;ZEL;CYJQ;-8,0
7277;Wekweètì Airport;Wekweeti;Canada;YFJ;CFJ2;-7,0
7278;Camaguey-Campo Cuatro Milpas Airport;Guasave;Mexico;Null;MM52;-7,0
7280;Cabo San Lucas International Airport;Cabo San Lucas;Mexico;Null;MMSL;-7,0
7291;Corn Island;Corn Island;Nicaragua;RNI;MNCI;-6,0
7292;San Pedro Airport;Bonanza;Nicaragua;BZA;MNBZ;-6,0
7293;Rosita Airport;Rosita;Nicaragua;RFS;MNRT;-6,0
7294;Siuna;Siuna;Nicaragua;SIU;MNSI;-6,0
7295;Waspam Airport;Waspam;Nicaragua;WSP;MNWP;-6,0
7296;San Carlos;San Carlos;Nicaragua;Null;MNSC;-6,0
7297;Playa Samara/Carrillo Airport;Carrillo;Costa Rica;PLD;MRCR;-6,0
7301;Constanza - Expedición 14 de Junio National Airport;Constanza;Dominican Republic;COZ;MDCZ;-4,0
7302;Negril Airport;Negril;Jamaica;NEG;MKNG;-5,0
7307;José Aponte de la Torre Airport;Ceiba;Puerto Rico;RVR;TJRV;-4,0
7309;Charlotte Amalie Harbor Seaplane Base;Charlotte Amalie;Virgin Islands;SPB;VI22;-4,0
7311;D. Casimiro Szlapelis Airport;Alto Rio Senguer;Argentina;ARR;SAVR;-3,0
7312;Jose De San Martin Airport;Jose de San Martin;Argentina;JSM;SAWS;-3,0
7313;Uyuni Airport;Uyuni;Bolivia;UYU;SLUY;-4,0
7320;Abaiang Airport;Abaiang Atoll;Kiribati;ABF;NGAB;12,0
7323;Afobakka Airstrip;Afobaka;Suriname;Null;SMAF;-3,0
7324;Alalapadu Airstrip;Alapadu;Suriname;Null;SMDU;-3,0
7325;Albina Airport;Albina;Suriname;ABN;SMBN;-3,0
7330;Drietabbetje Airport;Drietabbetje;Suriname;DRJ;SMDA;-3,0
7331;Kabalebo Airport;Kabalebo;Suriname;Null;SMKA;-3,0
7332;Kayser Airport;Kayser;Suriname;Null;SMKE;-3,0
7333;Kwamalasoemoetoe Airport Airport;Kwamelasemoetoe;Suriname;Null;SMSM;-3,0
7334;Moengo Airstrip;Moengo;Suriname;Null;SMMO;-3,0
7335;Nieuw Nickerie Airport;Nieuw Nickerie;Suriname;ICK;SMNI;-3,0
7336;Vincent Fayks Airport;Paloemeu;Suriname;OEM;SMPA;-3,0
7338;Sipaliwini Airport;Sipaliwini;Suriname;Null;SMSI;-3,0
7339;Stoelmanseiland Airport;Stoelmans Eiland;Suriname;SMZ;SMST;-3,0
7340;Totness Airport;Totness;Suriname;TOT;SMCO;-3,0
7341;Wageningen Airstrip;Wageningen;Suriname;AGI;SMWA;-3,0
7343;Codela Airport;Guapiles;Costa Rica;CSC;MRCA;-6,0
7346;Orinduik Airport;Orinduik;Guyana;ORJ;SYOR;-4,0
7347;Annai Airport;Annai;Guyana;NAI;SYAN;-4,0
7348;Apoteri Airport;Apoteri;Guyana;Null;SYAP;-4,0
7349;Imbaimadai Airport;Imbaimadai;Guyana;IMB;SYIB;-4,0
7350;Kamarang Airport;Kamarang;Guyana;KAR;SYKM;-4,0
7351;Mabaruma Airport;Mabaruma;Guyana;USI;SYMB;-4,0
7352;Mahdia Airport;Mahdia;Guyana;MHA;SYMD;-4,0
7353;Dr Augusto Roberto Fuster International Airport;Pedro Juan Caballero;Paraguay;PJC;SGPJ;-4,0
7354;Alcides Fernández Airport;Acandi;Colombia;ACD;SKAD;-5,0
7355;Los Colonizadores Airport;Saravena;Colombia;RVE;SKSA;-5,0
7357;Batagay Airport;Batagay;Russia;Null;UEBB;10,0
7359;Villa Garzón Airport;Villa Garzon;Colombia;VGZ;SKVG;-5,0
7360;El Bagre Airport;El Bagre;Colombia;EBG;SKEB;-5,0
7361;Juan H White Airport;Caucasia;Colombia;CAQ;SKCU;-5,0
7362;Mandinga Airport;Condoto;Colombia;COG;SKCD;-5,0
7363;Golfo de Morrosquillo Airport;Tolu;Colombia;TLU;SKTL;-5,0
7364;Cabo Frio Airport;Cabo Frio;Brazil;CFB;SBCB;-3,0
7367;Presidente João Batista Figueiredo Airport;Sinop;Brazil;OPS;SWSI;-4,0
7368;Gurupi Airport;Gurupi;Brazil;GRP;SWGI;-3,0
7369;Santana do Araguaia Airport;Santana do Araguaia;Brazil;CMP;SNKE;-3,0
7370;Breves Airport;Breves;Brazil;BVS;SNVS;-3,0
7371;Soure Airport;Soure;Brazil;SFK;SNSW;-3,0
7372;Parintins Airport;Parintins;Brazil;PIN;SWPI;-4,0
7373;Barreiras Airport;Barreiras;Brazil;BRA;SNBR;-3,0
7374;Santa Terezinha Airport;Santa Terezinha;Brazil;STZ;SWST;-4,0
7375;Minaçu Airport;Minacu;Brazil;MQH;SBMC;-3,0
7376;Araguaína Airport;Araguaina;Brazil;AUX;SWGN;-3,0
7377;Novo Aripuanã Airport;Novo Aripuana;Brazil;NVP;SWNA;-4,0
7378;Fazenda Colen Airport;Lucas do Rio Verde;Brazil;LVR;SWFE;-4,0
7379;Franca Airport;Franca;Brazil;FRC;SIMK;-3,0
7380;Dourados Airport;Dourados;Brazil;DOU;SSDO;-4,0
7381;Lábrea Airport;Labrea;Brazil;LBR;SWLB;-4,0
7382;Maestro Marinho Franco Airport;Rondonopolis;Brazil;ROO;SWRD;-4,0
7383;Tancredo Thomas de Faria Airport;Guarapuava;Brazil;GPB;SBGU;-3,0
7384;Santa Terezinha Airport;Joacaba;Brazil;JCB;SSJA;-3,0
7394;General Leite de Castro Airport;Rio Verde;Brazil;RVD;SWLC;-3,0
7395;Romeu Zema Airport;Araxa;Brazil;AAX;SBAX;-3,0
7396;Maués Airport;Maues;Brazil;MBZ;SWMW;-4,0
7397;Borba Airport;Borba;Brazil;RBB;SWBR;-4,0
7398;Coari Airport;Coari;Brazil;CIZ;SWKO;-4,0
7399;Barcelos Airport;Barcelos;Brazil;BAZ;SWBC;-4,0
7406;Diamantino Airport;Diamantino;Brazil;DMT;SWDM;-4,0
7407;Guanambi Airport;Guanambi;Brazil;GNM;SNGI;-3,0
7408;Tsletsi Airport;Djelfa;Algeria;QDJ;DAFI;1,0
7409;Nzagi Airport;Nzagi;Angola;NZA;FNZG;1,0
7411;Lucapa Airport;Lucapa;Angola;LBZ;FNLK;1,0
7413;Am Timan Airport;Am Timan;Chad;AMC;FTTN;1,0
7414;Shark El Oweinat International Airport;Sharq Al-Owainat;Egypt;GSQ;HEOW;2,0
7415;Eastern WV Regional Airport/Shepherd Field;Martinsburg;United States;MRB;KMRB;-5,0
7416;Awassa Airport;Awasa;Ethiopia;AWA;HALA;3,0
7417;Wilwal International Airport;Jijiga;Ethiopia;JIJ;HAJJ;3,0
7418;Mekane Selam Airport;Mekane Selam;Ethiopia;MKS;HAMA;3,0
7419;Debra Marcos Airport;Debre Marqos;Ethiopia;DBM;HADM;3,0
7420;Debre Tabor Airport;Debre Tabor;Ethiopia;DBT;HADT;3,0
7421;Harar Meda Airport;Debre Zeyit;Ethiopia;QHR;HAHM;3,0
7422;Robe Airport;Goba;Ethiopia;GOB;HAGB;3,0
7423;Mayumba Airport;Mayumba;Gabon;MYB;FOOY;1,0
7424;Mara Serena Lodge Airstrip;Masai Mara;Kenya;MRE;HKMS;3,0
7426;Meru Mulika Airport;Meru National Park;Kenya;Null;HKMK;3,0
7427;Rumbek Airport;Rumbek;Sudan;RBX;HSMK;3,0
7428;Yei Airport;Yei;Sudan;Null;HSYE;3,0
7429;Cape Palmas Airport;Greenville;Liberia;CPA;GLCP;0,0
7432;Ecuvillens Airport;Ecuvillens;Switzerland;Null;LSGE;1,0
7437;Inhaca Airport;Inhaca;Mozambique;Null;FQIA;2,0
7442;Ouro Sogui Airport;Matam;Senegal;MAX;GOSM;0,0
7443;Bird Island Airport;Bird Island;Seychelles;BDI;FSSB;4,0
7446;Wadi Halfa Airport;Wadi Halfa;Sudan;WHF;HSSW;3,0
7448;Kidepo Airport;Kidepo;Uganda;Null;HUKD;3,0
7449;Kitgum Airport;Kitgum;Uganda;Null;HUKT;3,0
7450;Bugungu Airport;Pakuba;Uganda;PAF;HUPA;3,0
7451;Svea Airport;Sveagruva;Svalbard;Null;ENSA;1,0
7452;Ny-Ålesund Airport (Hamnerabben);Ny-Alesund;Svalbard;Null;ENAS;1,0
7453;Hatay Airport;Hatay;Turkey;HTY;LTDA;3,0
7454;Kihnu Airfield;Kihnu;Estonia;Null;EEKU;2,0
7455;Ruhnu Airfield;Ruhnu;Estonia;Null;EERU;2,0
7456;Raivavae Airport;Raivavae;French Polynesia;RVV;NTAV;-10,0
7459;Lleida-Alguaire Airport;Lleida;Spain;ILD;LEDA;1,0
7461;Ouessant Airport;Ouessant;France;Null;LFEC;1,0
7464;Bildudalur Airport;Bildudalur;Iceland;BIU;BIBD;0,0
7465;Gjögur Airport;Gjogur;Iceland;GJR;BIGJ;0,0
7466;Sauðárkrókur Airport;Saudarkrokur;Iceland;SAK;BIKR;0,0
7467;Selfoss Airport;Selfoss;Iceland;Null;BISF;0,0
7468;Inishmaan Aerodrome;Inishmaan;Ireland;IIA;EIMN;0,0
7469;Ak Bashat Airport;Taldykorgan;Kazakhstan;TDK;UAAT;6,0
7470;Ulgii Mongolei Airport;Olgii;Mongolia;ULG;ZMUL;7,0
7472;Qurghonteppa International Airport;Kurgan Tyube;Tajikistan;Null;UTDT;5,0
7473;Vologda Airport;Vologda;Russia;VGD;ULWW;3,0
7474;Severo-Evensk Airport;Evensk;Russia;Null;UHMW;11,0
7475;Olenyok Airport;Olenyok;Russia;Null;UERO;9,0
7476;Saskylakh Airport;Saskylakh;Russia;Null;UERS;9,0
7480;Leshukonskoye Airport;Arkhangelsk;Russia;LDG;ULAL;3,0
7481;Nizhneangarsk Airport;Nizhneangarsk;Russia;Null;UIUN;8,0
7483;Vanavara Airport;Vanavara;Russia;Null;UNIW;7,0
7484;Aykhal Airport;Aykhal;Russia;Null;UERA;9,0
7485;Uktus Airport;Yekaterinburg;Russia;Null;USSK;5,0
7486;Baykit Airport;Baykit;Russia;Null;UNIB;7,0
7487;Biysk Airport;Biysk;Russia;Null;UNBI;7,0
7488;Huesca/Pirineos Airport;Huesca;Spain;HSK;LEHC;1,0
7489;Ciudad Real Central Airport;Ciudad Real;Spain;CQM;LERL;1,0
7490;Al Najaf International Airport;Najaf;Iraq;NJF;ORNI;3,0
7492;Colonsay Airstrip;Colonsay;United Kingdom;CSA;EGEY;0,0
7494;Rock Hill - York County Airport;Rock Hill;United States;RKH;KUZA;-5,0
7495;Allegheny County Airport;Pittsburgh;United States;AGC;KAGC;-5,0
7496;Cecil Airport;Jacksonville;United States;Null;KVQQ;-5,0
7497;Fulton County Airport Brown Field;Atlanta;United States;FTY;KFTY;-5,0
7498;Tresco Heliport;Tresco;United Kingdom;TSO;EGHT;0,0
7499;Tarin Kowt Airport;Tarin Kowt;Afghanistan;TII;OATN;42859,0
7500;Zaranj Airport;Zaranj;Afghanistan;ZAJ;OAZJ;42859,0
7501;Chakcharan Airport;Chaghcharan;Afghanistan;CCN;OACC;42859,0
7503;Fuyang Xiguan Airport;Fuyang;China;FUG;ZSFY;8,0
7504;Longyan Guanzhishan Airport;Longyan;China;LCX;ZSLD;8,0
7506;Xingyi Airport;Xingyi;China;ACX;ZUYI;8,0
7508;Liping Airport;Liping;China;HZH;ZUNP;8,0
7510;Stepanakert Air Base;Stepanakert;Azerbaijan;Null;UB13;4,0
7511;Ohio State University Airport;Columbus;United States;OSU;KOSU;-5,0
7513;Addison Airport;Addison;United States;ADS;KADS;-6,0
7514;Destin Executive Airport;Destin;United States;DTS;KDTS;-6,0
7516;Chernobayevka Airport;Kherson;Ukraine;KHE;UKOH;2,0
7517;Ryans Creek Aerodrome;Stewart Island;New Zealand;SZS;NZRC;12,0
7518;Assumption Island Airport;Assumption Island;Seychelles;Null;FSAS;4,0
7519;Zhijiang Airport;Zhijiang;China;HJJ;ZGCJ;8,0
7521;Yarmouth Airport;Yarmouth;Canada;YQI;CYQI;-4,0
7522;Kinston Regional Jetport At Stallings Field;Kinston;United States;ISO;KISO;-5,0
7523;First Flight Airport;Kill Devil Hills;United States;FFA;KFFA;-5,0
7531;Maturacá Airport;Maturaca;Brazil;Null;SWMK;-4,0
7532;Carajás Airport;Parauapebas;Brazil;CKS;SBCJ;-3,0
7533;Centro de Lançamento de Alcântara Airport;Alcantara;Brazil;Null;SNCW;-3,0
7536;Tarempa Airport;Anambas Islands;Indonesia;MWK;WIOM;7,0
7538;Würzburg-Schenkenturm Airport;Wuerzburg;Germany;Null;EDFW;1,0
7542;São Jacinto Airport;Aveiro;Portugal;Null;LPAV;0,0
7544;Hopsten Air Base;Hopsten;Germany;Null;ETNP;1,0
7546;Persian Gulf International Airport;Khalije Fars;Iran;PGU;OIBP;42858,0
7547;Yasouj Airport;Yasuj;Iran;YES;OISY;42858,0
7548;Mosul International Airport;Mosul;Iraq;OSB;ORBM;3,0
7549;Tajima Airport;Toyooka;Japan;TJH;RJBT;9,0
7550;Amakusa Airport;Amakusa;Japan;AXJ;RJDA;9,0
7551;Kikai Airport;Kikai;Japan;KKX;RJKI;9,0
7552;Aguni Airport;Aguni;Japan;AGJ;RORA;9,0
7556;Donoi Airport;Uliastai;Mongolia;Null;ZMDN;8,0
7557;Bulgan Airport;Bulgan;Mongolia;UGA;ZMBN;8,0
7558;Ulaangom Airport;Ulaangom;Mongolia;ULO;ZMUG;7,0
7559;Borongan Airport;Borongan;Philippines;BPR;RPVW;8,0
7560;Lubang Airport;Lubang;Philippines;LBX;RPLU;8,0
7563;Kulob Airport;Kulyab;Tajikistan;TJU;UTDK;5,0
7565;Daşoguz Airport;Dasoguz;Turkmenistan;TAZ;UTAT;5,0
7566;Barrow Island Airport;Barrow Island;Australia;BWB;YBWX;8,0
7569;Derby Airport;Derby;Australia;DRB;YDBY;8,0
7570;Walgett Airport;Walgett;Australia;WGE;YWLG;10,0
7571;Bathurst Island Airport;Bathurst Island;Australia;BRT;YBTI;42864,0
7572;Dunk Island Airport;Dunk Island;Australia;DKI;YDKI;10,0
7573;Lizard Island Airport;Lizard Island;Australia;LZR;YLZI;10,0
7574;Hamilton Airport;Hamilton;Australia;HLT;YHML;10,0
7575;Halls Creek Airport;Halls Creek;Australia;HCQ;YHLC;8,0
7576;Fitzroy Crossing Airport;Fitzroy Crossing;Australia;FIZ;YFTZ;8,0
7577;Ravensthorpe Airport;Ravensthorpe;Australia;RVT;YNRV;8,0
7578;Wilkins Runway;Budd Coast;Antarctica;Null;YWKS;12,0
7579;Provo Municipal Airport;Provo;United States;PVU;KPVU;-7,0
7580;Steamboat Springs Bob Adams Field;Steamboat Springs;United States;SBS;KSBS;-7,0
7581;Delta Municipal Airport;Delta;United States;DTA;KDTA;-7,0
7582;Richfield Municipal Airport;Richfield;United States;RIF;KRIF;-7,0
7583;Carbon County Regional/Buck Davis Field;Price;United States;PUC;KPUC;-7,0
7584;Los Alamos Airport;Los Alamos;United States;LAM;KLAM;-7,0
7586;Lake Havasu City Airport;Lake Havasu City;United States;HII;KHII;-7,0
7587;Winslow Lindbergh Regional Airport;Winslow;United States;INW;KINW;-7,0
7588;Douglas Municipal Airport;Douglas;United States;DGL;KDGL;-7,0
7589;Marakei Airport;Marakei;Kiribati;MZK;NGMK;12,0
7590;Abemama Atoll Airport;Abemama;Kiribati;AEA;NGTB;12,0
7591;Buariki Airport;Buariki;Kiribati;AAK;NGUK;10,0
7592;Kuria Airport;Kuria;Kiribati;KUC;NGKT;12,0
7593;Arorae Island Airport;Arorae;Kiribati;AIS;NGTR;12,0
7594;Tamana Island Airport;Tamana;Kiribati;TMN;NGTM;12,0
7595;Beru Airport;Beru Island;Kiribati;BEZ;NGBR;12,0
7596;Nikunau Airport;Nikunau;Kiribati;NIG;NGNU;12,0
7597;Butaritari Atoll Airport;Butaritari;Kiribati;BBG;NGTU;12,0
7598;Makin Island Airport;Makin;Kiribati;MTK;NGMN;12,0
7599;Maiana Airport;Maiana;Kiribati;MNK;NGMA;12,0
7600;Nonouti Airport;Nonouti;Kiribati;NON;NGTO;12,0
7601;Tabiteuea South Airport;Tabiteuea;Kiribati;TSU;NGTS;12,0
7610;Whitianga Airport;Whitianga;New Zealand;WTZ;NZWT;12,0
7611;Takaka Airport;Takaka;New Zealand;KTF;NZTK;12,0
7615;Afutara Aerodrome;Afutara;Solomon Islands;AFT;AGAF;11,0
7616;Ulawa Airport;Ulawa;Solomon Islands;RNA;AGAR;11,0
7617;Choiseul Bay Airport;Choiseul Bay;Solomon Islands;CHY;AGGC;11,0
7618;Santa Ana Airport;Santa Ana;Solomon Islands;NNB;AGGT;11,0
7619;Yandina Airport;Yandina;Solomon Islands;XYA;AGGY;11,0
7621;Bartow Municipal Airport;Bartow;United States;BOW;KBOW;-5,0
7622;Dyagilevo Air Base;Kostroma;Russia;Null;UUBD;3,0
7627;Fitiuta Airport;Fiti\\'uta;American Samoa;FTI;NSFQ;-11,0
7629;Livermore Municipal Airport;Livermore;United States;LVK;KLVK;-8,0
7630;Mariposa Yosemite Airport;Mariposa;United States;RMY;KMPI;-8,0
7633;Grootfontein Airport;Grootfontein;Namibia;GFY;FYGF;1,0
7634;Rundu Airport;Rundu;Namibia;NDU;FYRU;1,0
7642;Tasiilaq Heliport;Angmagssalik;Greenland;AGM;BGAM;-3,0
7646;Jacqueline Cochran Regional Airport;Palm Springs;United States;TRM;KTRM;-8,0
7647;Santa Monica Municipal Airport;Santa Monica;United States;SMO;KSMO;-8,0
7648;Bermuda Dunes Airport;Palm Springs;United States;UDD;KUDD;-8,0
7649;Scottsdale Airport;Scottsdale;United States;ZSY;KSDL;-7,0
7650;Olympia Regional Airport;Olympia;United States;OLM;KOLM;-8,0
7651;Yolo County Davis Woodland Winters Airport;Davis-Woodland-Winters;United States;DWA;KDWA;-8,0
7652;Garfield County Regional Airport;Rifle;United States;RIL;KRIL;-7,0
7653;Shively Field;SARATOGA;United States;SAA;KSAA;-7,0
7654;DeKalb Peachtree Airport;Atlanta;United States;PDK;KPDK;-5,0
7655;Monroe County Airport;Bloomington;United States;BMG;KBMG;-5,0
7656;Witham Field;Stuart;United States;SUA;KSUA;-5,0
7657;Morristown Municipal Airport;Morristown;United States;MMU;KMMU;-5,0
7658;Napa County Airport;Napa;United States;APC;KAPC;-8,0
7659;Brown Field Municipal Airport;San Diego;United States;SDM;KSDM;-8,0
7660;Wangen-Lachen Airport;Wangen-Lachen;Switzerland;Null;LSPV;1,0
7662;Venice Municipal Airport;Venice;United States;VNC;KVNC;-5,0
7663;Palm Beach County Glades Airport;Pahokee;United States;PHK;KPHK;-5,0
7669;Northwest Florida Beaches International Airport;Panama City;United States;ECP;KECP;-6,0
7670;San Bernardino International Airport;San Bernardino;United States;SBD;KSBD;-8,0
7671;Valença Airport;Valenca;Brazil;VAL;SNVB;-3,0
7673;Caruaru Airport;Caruaru;Brazil;CAU;SNRU;-3,0
7674;Wake Island Airfield;Wake island;Wake Island;AWK;PWAK;-10,0
7675;Aeroclube Airport;Nova Iguacu;Brazil;QNV;SDNY;-3,0
7683;San Carlos Airport;San Carlos;United States;SQL;KSQL;-8,0
7684;Courtelary Airport;Courtelary ;Switzerland;Null;LSZJ;1,0
7685;Koszalin Zegrze Pomorskie Air Base;Koszalin;Poland;OSZ;EPKO;1,0
7686;Camp Okavango Airport;Okavango Delta;Botswana;Null;FBCO;2,0
7690;Rocky Mount Wilson Regional Airport;Rocky Mount;United States;RWI;KRWI;-5,0
7691;Whittier Airport;Whittier;United States;Null;PAWR;-9,0
7692;Soldotna Airport;Soldotna;United States;SXQ;PASX;-9,0
7693;Gillespie Field;El Cajon;United States;SEE;KSEE;-8,0
7694;San Clemente Island Naval Auxiliary Landing Field;San Clemente Island;United States;Null;KNUC;-8,0
7700;Phan Rang Airport;Phan Rang;Vietnam;PHA;VVPR;7,0
7701;Na-San Airport;Son-La;Vietnam;SQH;VVNS;7,0
7702;Truckee Tahoe Airport;Truckee;United States;TKF;KTRK;-8,0
7703;Fréjus Airport;Frejus;France;FRJ;LFTU;1,0
7704;Geelong Airport;Geelong;Australia;GEX;YGLG;10,0
7710;Mezen Airport;Mezen;Russia;Null;ULAE;3,0
7711;Vaskovo Airport;Arkhangelsk;Russia;Null;ULAH;3,0
7712;Cobb County-Mc Collum Field;Atlanta;United States;RYY;KRYY;-5,0
7714;Brumowski  Air Base;Tulln;Austria;Null;LOXT;1,0
7716;Dell Flight Strip;Dell;United States;4U9;K4U9;-7,0
7717;Mission Field;Livingston-Montana;United States;LVM;KLVM;-7,0
7720;Big Timber Airport;Big Timber;United States;6S0;K6S0;-7,0
7721;Tulip City Airport;Holland;United States;BIV;KBIV;-5,0
7722;London Heliport;London;United Kingdom;Null;EGLW;0,0
7723;Venice-Lido Airport;Venice;Italy;Null;LIPV;1,0
7724;Tallinn Linnahall Heliport;Tallinn;Estonia;Null;EECL;2,0
7725;Hernesaari Heliport;Helsinki;Finland;HEN;EFHE;2,0
7726;Linkenheim Airport;Linkenheim;Germany;Null;EDRI;1,0
7727;Monument Valley Airport;Monument Valley;United States;Null;UT25;-7,0
7728;Hilversum Airport;Hilversum;Netherlands;Null;EHHV;1,0
7730;Texel Airport;Texel;Netherlands;Null;EHTX;1,0
7731;La Cerdanya Airport;Das i Fontanals de Cerdanya;Spain;Null;LECD;1,0
7732;Lakeland Linder Regional Airport;Lakeland;United States;LAL;KLAL;-5,0
7738;Stary Oskol Airport;Stary Oskol;Russia;Null;UUOS;3,0
7766;Syangboche Airport;Syangboche;Nepal;SYH;VNSB;27515,0
7767;Indianola Municipal Airport;New York;United States;IDL;KIDL;-6,0
7768;Cheremshanka Airport;Krasnoyarsk;Russia;Null;UNKM;7,0
7769;French Valley Airport;Murrieta-Temecula;United States;RBK;KF70;-8,0
7772;Oristano-Fenosu Airport;Oristano;Italy;FNU;LIER;1,0
7773;White Waltham Airfield;Maidenhead;United Kingdom;Null;EGLM;0,0
7774;Mysore Airport;Mysore;India;MYQ;VOMY;42860,0
7775;Carl R Keller Field;Port Clinton;United States;PCW;KPCW;-5,0
7776;Dayton-Wright Brothers Airport;Dayton;United States;MGY;KMGY;-5,0
7777;Richmond Municipal Airport;Richmond;United States;RID;KRID;-5,0
7778;Findlay Airport;Findley;United States;FDY;KFDY;-5,0
7780;Burlington Executive;Burlington;Canada;Null;CZBA;-5,0
7782;Penneshaw Airport;Penneshaw;Australia;PEA;YPSH;42864,0
7787;Engels heliport;Ebenhofen;Germany;EBE;EBEN;1,0
7792;Emporia Municipal Airport;Kempten;Germany;EMP;KEMP;-6,0
7800;Skå-Edeby Airport;Essen;Germany;ESX;ESSE;1,0
7804;Wycombe Air Park;Wycombe;United Kingdom;Null;EGTB;0,0
7805;Bembridge Airport;Bembridge;United Kingdom;BBP;EGHJ;0,0
7806;Waterville / Kings County Municipal Airport;Waterville;Canada;Null;CCW3;-4,0
7809;Black Hills Airport-Clyde Ice Field;Spearfish-South Dakota;United States;SPF;KSPF;-7,0
7810;Westkapelle heliport;Knokke;Belgium;Null;EBKW;1,0
7811;Redcliffe Airport;Rothwell;Australia;Null;YRED;10,0
7812;Oksywie Military Air Base;Gdynia;Poland;QYD;EPOK;1,0
7813;Malbork Military Air Base;Malbork;Poland;Null;EPMB;1,0
7814;Lask Military Air Base;Lask;Poland;Null;EPLK;1,0
7815;Miroslawiec Military Air Base;Miroslawiec;Poland;Null;EPMI;1,0
7816;Krzesiny Military Air Base;Poznan;Poland;Null;EPKS;1,0
7817;Olive Branch Airport;Olive Branch;United States;OLV;KOLV;-6,0
7818;Viña del mar Airport;Vina del Mar;Chile;Null;SCVM;-4,0
