id;name_eng;city_eng;country_eng;IATA;ICAO;timeZone
7820;Brampton Airport;Brampton;Canada;Null;CNC3;-5,0
7821;Zonguldak Airport;Zonguldak;Turkey;ONQ;LTAS;3,0
7822;Rocky Mountain Metropolitan Airport;Broomfield-CO;United States;BJC;KBJC;-7,0
7826;Salem Municipal Airport/McNary Field;Salem;United States;SLE;KSLE;-8,0
7827;Tunica Municipal Airport;Tunica;United States;UTM;KUTA;-6,0
7828;Batken Airport;Batken;Kyrgyzstan;Null;UA30;6,0
7830;Kasaba Bay Airport;Kasaba Bay;Zambia;ZKB;FLKY;2,0
7831;Hunt Field;Lindau;Germany;LND;KLND;-7,0
7834;Hoogeveen Airport;Hoogeveen;Netherlands;Null;EHHO;1,0
7835;Teuge Airport;Deventer;Netherlands;Null;EHTE;1,0
7836;Midden-Zeeland Airport;Middelburg;Netherlands;Null;EHMZ;1,0
7837;Ameland Airport;Ameland;Netherlands;Null;EHAL;1,0
7838;Saint-Cyr-l'École Airport;Saint-Cyr;France;Null;LFPZ;1,0
7839;Lawrence J Timmerman Airport;Milwaukee;United States;MWC;KMWC;-6,0
7840;Southern Wisconsin Regional Airport;Janesville;United States;JVL;KJVL;-6,0
7841;Mantsonyane Airport;Mantsonyane;Lesotho;Null;FXMN;2,0
7846;Arlington Municipal Airport;Arlington;United States;GKY;KGKY;-6,0
7847;Gwinnett County Briscoe Field;Lawrenceville;United States;LZU;KLZU;-5,0
7848;Bowling Green Warren County Regional Airport;Bowling Green;United States;BWG;KBWG;-6,0
7849;Richard Lloyd Jones Jr Airport;Tulsa;United States;RVS;KRVS;-6,0
7853;Al Minhad Air Base;Minhad AB;United Arab Emirates;NHD;OMDM;4,0
7854;Kirovograd Airport;Kirovograd;Ukraine;KGO;UKKG;2,0
7855;Roitzschjora Airport;Roitzschjora;Germany;Null;EDAW;1,0
7856;El Alamein International Airport;Dabaa City;Egypt;DBB;HEAL;2,0
7857;Bryce Canyon Airport;Bryce Canyon;United States;BCE;KBCE;-7,0
7859;Burlington Alamance Regional Airport;Burlington;United States;Null;KBUY;-5,0
7861;Chkalovskiy Airport;Shchyolkovo;Russia;CKL;UUMU;3,0
7862;Tengchong Tuofeng Airport;Tengchong;China;TCZ;ZUTC;8,0
7863;Belbek Airport;Sevastopol;Ukraine;UKS;UKFB;3,0
7867;De Peel Air Base;Deurne;Netherlands;Null;EHDP;1,0
7868;Camp Bastion Airport;Camp Bastion;Afghanistan;Null;OAZI;42859,0
7869;New Century Aircenter Airport;Olathe;United States;JCI;KIXD;-6,0
7870;Easton Newnam Field;Easton;United States;ESN;KESN;-5,0
7871;Stafsberg Airport;Hamar;Norway;HMR;ENHA;1,0
7872;Ringebu Airfield Frya;Frya;Norway;Null;ENRI;1,0
7875;Yuba County Airport;Yuba City;United States;MYV;KMYV;-8,0
7879;Phillip Island Airport;Phillip Island;Australia;Null;YPID;10,0
7880;Halliburton Field;Duncan;United States;DUC;KDUC;-6,0
7885;Garner Field;Uvalde;United States;UVA;KUVA;-6,0
7886;Lewis University Airport;Lockport;United States;LOT;KLOT;-6,0
7888;Buchanan Field;Concord;United States;CCR;KCCR;-8,0
7889;Ocean Reef Club Airport;Ocean Reef Club Airport;United States;OCA;07FA;-5,0
7892;Strasbourg Neuhof Airport;Strasbourg Neudorf;France;Null;LFGC;1,0
7893;Nannhausen Airport;Nannhausen;Germany;Null;EDRN;1,0
7894;Yushu Batang Airport;Yushu;China;YUS;ZYLS;8,0
7902;Oshawa Airport;Oshawa;Canada;YOO;CYOO;-5,0
7903;Marl-Loemühle Airport;Recklinghausen;Germany;Null;EDLM;1,0
7904;Färila Air Base;Farila;Sweden;Null;ESNF;1,0
7905;Lahr Airport;Lahr;Germany;LHA;EDTL;1,0
7906;Monywar Airport;Monywa;Burma;Null;VYMY;42861,0
7907;Ohio University Snyder Field;Athens;United States;Null;KUNI;-5,0
7908;Springfield-Beckley Municipal Airport;Springfield;United States;SGH;KSGH;-5,0
7909;Fazenda Palmital Airport;South Aari Atoll;Maldives;MSI;SIAM;-3,0
7910;Fes Sefrou Airport;Fes;Morocco;Null;GMFU;0,0
7911;Herrera Airport;Santo Domingo;Dominican Republic;HEX;MDHE;-4,0
7912;Cooinda Airport;Cooinda;Australia;CDA;YCOO;42864,0
7913;Jabiru Airport;Jabiru;Australia;JAB;YJAB;42864,0
7918;Regensburg-Oberhub Airport;Regensburg;Germany;Null;EDNR;1,0
7924;Hastings Airport;Freetown;Sierra Leone;HGS;GFHA;0,0
7925;Philip Billard Municipal Airport;Topeka;United States;TOP;KTOP;-6,0
7928;Benson Airstrip;Uvalde;United States;Null;2XS8;-6,0
7929;Rough River State Park Airport;Null;United States;Null;K2I3;-6,0
7930;Smyrna Airport;Smyrna;United States;Null;KMQY;-6,0
7931;Franklin County Airport;Sewanee;United States;Null;KUOS;-6,0
7932;Ngari Gunsa Airport;Shiquanhe;China;NGQ;ZUAL;8,0
7933;Cochstedt Airport;Cochstedt;Germany;CSO;EDBC;1,0
7935;Collin County Regional At Mc Kinney Airport;DALLAS;United States;TKI;KTKI;-6,0
7936;Chicago Executive Airport;Chicago-Wheeling;United States;PWK;KPWK;-6,0
7938;Southwest Washington Regional Airport;Kelso;United States;KLS;KKLS;-8,0
7939;Benešov Airport;Benesov;Czech Republic;Null;LKBE;1,0
7941;Bougouni Airport;Bougouni;Mali;Null;GABG;0,0
7946;Tureia Airport;Tureia;French Polynesia;ZTA;NTGY;-10,0
7947;McMurdo Station Ice Runway;Ross Island;Antarctica;Null;NZIR;12,0
7948;Keekorok Airport;Keekorok;Kenya;Null;HKKE;3,0
7962;Puerto Obaldia Airport;Puerto Obaldia;Panama;PUE;MPOA;-5,0
7963;Kerch Airport;Kerch;Ukraine;KHC;UKFK;3,0
7976;Ukunda Airstrip;Ukunda;Kenya;UKA;HKUK;3,0
7978;Wilmington Airpark;Wilmington;United States;ILN;KILN;-5,0
7979;Marana Regional Airport;Tucson;United States;AVW;KAVQ;-7,0
7980;Casa Grande Municipal Airport;Casa Grande;United States;CGZ;KCGZ;-7,0
7981;Mobile Airport;Mobile;United States;Null;1AZ0;-7,0
7982;Buckeye Municipal Airport;Buckeye;United States;BXK;KBXK;-7,0
7983;Gila Bend Municipal Airport;Gila Bend;United States;E63;KE63;-7,0
7984;McMinn County Airport;Athens;United States;MMI;KMMI;-5,0
7985;Sterling Municipal Airport;Sterling;United States;STK;KSTK;-7,0
7986;Rawlins Municipal Airport/Harvey Field;Rawlins;United States;RWL;KRWL;-7,0
7987;Mackenzie Airport;Mackenzie British Columbia;Canada;YZY;CYZY;-8,0
7990;Essex County Airport;Caldwell;United States;CDW;KCDW;-5,0
7991;Lee C Fine Memorial Airport;Kaiser Lake Ozark;United States;AIZ;KAIZ;-6,0
7998;Thomasville Regional Airport;Thomasville;United States;TVI;KTVI;-5,0
7999;Henderson Executive Airport;Henderson;United States;HSH;KHND;-8,0
8000;Gostomel Airport;Kiev;Ukraine;GML;UKKM;2,0
8005;Henry Tift Myers Airport;Tifton;United States;TMA;KTMA;-5,0
8006;Landshut Airport;Landshut;Germany;Null;EDML;1,0
8007;Itzehoe/Hungriger Wolf Airport;Itzehoe;Germany;Null;EDHF;1,0
8029;Radom Airport;RADOM;Poland;QXR;EPRA;1,0
8030;Phoenix Deer Valley Airport;Phoenix ;United States;DVT;KDVT;-7,0
8031;Calgary / Springbank Airport;Calgary;Canada;Null;CYBW;-7,0
8032;Golden Airport;Golden;Canada;YGE;CYGE;-7,0
8033;Revelstoke Airport;Revelstoke;Canada;YRV;CYRV;-8,0
8034;Republic Airport;Farmingdale;United States;Null;KFRG;-5,0
8035;Allstedt Airport;Allstedt;Germany;Null;EDBT;1,0
8038;General Freire Airport;Curico;Chile;Null;SCIC;-4,0
8039;Peine-Eddesse Airport;Peine;Germany;Null;EDVP;1,0
8042;South Texas Regional Airport at Hondo;Hondo;United States;HDO;KHDO;-6,0
8043;Zhongwei Shapotou Airport;Zhongwei;China;ZHY;ZLZW;8,0
8050;McKinley National Park Airport;McKinley Park;United States;MCL;PAIN;-9,0
8051;Lake Hood Seaplane Base;Anchorage;United States;LHD;PALH;-9,0
8052;Prospect Creek Airport;Prospect Creek;United States;PPC;PAPR;-9,0
8053;Khwai River Lodge Airport;Khwai River;Botswana;KHW;FBKR;2,0
8054;Spremberg-Welzow Airport;Welzow;Germany;Null;EDCY;1,0
8055;Taichung Airport;Taichung;Taiwan;TXG;RCLG;8,0
8062;Wheeling Ohio County Airport;Wheeling;United States;HLG;KHLG;-5,0
8063;Fitzgerald Municipal Airport;Fitzgerald;United States;FZG;KFZG;-5,0
8069;Ye Airport;Ye;Burma;XYE;VYYE;42861,0
8070;Isla San Felix Airport;Isla San Felix;Chile;Null;SCFX;-4,0
8075;Shaibah Airport;Shaybah;Saudi Arabia;Null;OESB;3,0
8076;Al Maktoum International Airport;Dubai;United Arab Emirates;DWC;OMDW;4,0
8077;Aransas County Airport;Rockport;United States;RKP;KRKP;-6,0
8079;Megève Airport;Verdun;France;MVV;LFHM;1,0
8080;Méribel Altiport;Ajaccio;France;MFX;LFKX;1,0
8083;Okaukuejo Airport;Okaukuejo;Namibia;OKF;FYOO;1,0
8084;Mokuti Lodge Airport;Mokuti Lodge;Namibia;OKU;FYMO;1,0
8085;Rotenburg (Wümme) Airport;Rotenburg Wuemme;Germany;Null;EDXQ;1,0
8086;Wipperfürth-Neye Airport;Wipperfuerth;Germany;Null;EDKN;1,0
8087;Osnabrück-Atterheide Airport;Osnabrueck;Germany;Null;EDWO;1,0
8088;Flugplatz Ballenstedt;Ballenstedt;Germany;Null;EDCB;1,0
8089;Hartenholm Airport;Hasenmoor;Germany;Null;EDHM;1,0
8090;Ganderkesee Atlas Airfield Airport;Ganderkesee;Germany;Null;EDWQ;1,0
8091;Nienburg-Holzbalge Airport;Nienburg Weser;Germany;Null;EDXI;1,0
8092;Damme Airport;Damme;Germany;Null;EDWC;1,0
8093;Borkenberge Airport;Duelmen;Germany;Null;EDLB;1,0
8094;Obermehler-Schlotheim Airport;Obermehler;Germany;Null;EDCO;1,0
8095;Hodenhagen Airport;Hodenhagen;Germany;Null;EDVH;1,0
8096;Grube Airport;Grube;Germany;Null;EDHB;1,0
8097;Tønder Airport;Toender;Denmark;Null;EKTD;1,0
8098;Celle-Arloh Airport;Celle;Germany;Null;EDVC;1,0
8099;Uelzen Airport;Uelzen;Germany;Null;EDVU;1,0
8100;Hamm-Lippewiesen Airport;Hamm;Germany;Null;EDLH;1,0
8101;Lüsse Airport;Luesse;Germany;Null;EDOJ;1,0
8102;Porta Westfalica Airport;Bad Oeynhausen;Germany;Null;EDVY;1,0
8103;Brilon/Hochsauerlandkreis Airport;Brilon;Germany;Null;EDKO;1,0
8104;Hameln-Pyrmont Airport;Bad Pyrmont;Germany;Null;EDVW;1,0
8105;Nordholz-Spieka Airfield;Cuxhaven;Germany;Null;EDXN;1,0
8106;Köthen Airport;Koethen;Germany;Null;EDCK;1,0
8107;St. Michaelisdonn Airport;Sankt Michaelisdonn;Germany;Null;EDXM;1,0
8108;Salzgitter-Drütte Airport;Salzgitter;Germany;Null;EDVS;1,0
8109;Karlshöfen Airport;Karlshoefen;Germany;Null;EDWK;1,0
8110;Oldenburg-Hatten Airport;Oldenburg;Germany;Null;EDWH;1,0
8111;Rinteln Airport;Rinteln;Germany;Null;EDVR;1,0
8112;Münster-Telgte Airport;Muenster;Germany;Null;EDLT;1,0
8113;St. Peter-Ording Airport;Sankt Peter-Ording;Germany;PSH;EDXO;1,0
8114;Lüchow-Rehbeck Airport;Luechow;Germany;Null;EDHC;1,0
8115;Klietz/Scharlibbe Airport;Scharlibbe;Germany;Null;EDCL;1,0
8116;Burg Airport;Burg;Germany;Null;EDBG;1,0
8117;Crisp County Cordele Airport;Cordele;United States;CKF;KCKF;-5,0
8118;Ormond Beach Municipal Airport;Ormond Beach;United States;OMN;KOMN;-5,0
8119;Bad Neuenahr-Ahrweiler Airport;Bad Neuenahr;Germany;Null;EDRA;1,0
8120;Bad Dürkheim Airport;Bad Duerkheim;Germany;Null;EDRF;1,0
8121;Portland Troutdale Airport;Troutdale;United States;TTD;KTTD;-8,0
8122;Portland Hillsboro Airport;Hillsboro;United States;HIO;KHIO;-8,0
8123;One Police Plaza Heliport;New York;United States;Null;NK39;-5,0
8124;Leverkusen Airport;Leverkusen;Germany;Null;EDKL;1,0
8126;Wershofen/Eifel Airport;Wershofen;Germany;Null;EDRV;1,0
8127;Khost Airport;Khost;Afghanistan;KHT;OAKS;42859,0
8130;Namtu Airport;Naypyidaw;Burma;Null;VYNT;42861,0
8133;Bend Municipal Airport;Bend;United States;Null;KBDN;-8,0
8134;Christmas Valley Airport;Christmas Valley;United States;Null;K62S;-8,0
8135;Burns Municipal Airport;Burns;United States;Null;KBNO;-8,0
8136;Prineville Airport;Prineville;United States;Null;KS39;-8,0
8137;Red Bluff Municipal Airport;Red Bluff;United States;Null;KRBL;-8,0
8138;Marin County Airport - Gnoss Field;Novato;United States;Null;KDVO;-8,0
8139;Lake County Airport;Lakeview;United States;Null;KLKV;-8,0
8140;Tillamook Airport;Tillamook;United States;Null;KTMK;-8,0
8141;Ontario Municipal Airport;Ontario;United States;Null;KONO;-7,0
8142;Columbia Gorge Regional the Dalles Municipal Airport;The Dalles;United States;Null;KDLS;-8,0
8143;Montgomery County Airpark;Gaithersburg;United States;GAI;KGAI;-5,0
8146;Sharana Airstrip;Sharona;Afghanistan;AZ3;OASA;42859,0
8147;Pembroke Airport;Pembroke;Canada;YTA;CYTA;-5,0
8148;Tsumeb Airport;Tsumeb;Namibia;TSB;FYTM;1,0
8149;Suffield Heliport;Suffield;Canada;YSD;CYSD;-7,0
8152;Blumenau Airport;BLUMENAU;Brazil;BNU;SSBL;-3,0
8162;Charlevoix Municipal Airport;Charelvoix;United States;CVX;KCVX;-5,0
8165;Mykines Heliport;Mykines;Faroe Islands;Null;EKMS;0,0
8177;Cornwall Regional Airport;Cornwall;Canada;YCC;CYCC;-5,0
8178;Seppe Airport;Bosschenhoofd;Netherlands;Null;EHSE;1,0
8179;St Stephan Airport;St.Stephan;Switzerland;Null;LSTS;1,0
8180;Zona da Mata Regional Airport;Juiz de Fora;Brazil;IZA;SDZY;-3,0
8182;Flagler County Airport;Flagler;United States;XFL;KXFL;-5,0
8187;Morrisville Stowe State Airport;Morrisville;United States;MVL;KMVL;-5,0
8188;Dallas Executive Airport;Dallas;United States;RBD;KRBD;-6,0
8189;Como (Idroscalo - Water Ad) Hidroport;Como;Italy;Null;LILY;1,0
8194;Westerly State Airport;Washington County;United States;WST;KWST;-5,0
8195;Block Island State Airport;Block Island;United States;BID;KBID;-5,0
8199;Nightmute Airport;Nightmute;United States;NME;PAGT;-9,0
8200;Toksook Bay Airport;Toksook Bay;United States;OOK;PAOO;-9,0
8208;Ittoqqortoormiit Heliport;Ittoqqortoormiit;Greenland;OBY;BGSC;-1,0
8209;Vinnytsia/Gavyryshivka Airport;Vinnitsa;Ukraine;VIN;UKWW;2,0
8215;Decatur County Industrial Air Park;Bainbridge;United States;BGE;KBGE;-5,0
8216;La Romaine Airport;La Romaine;Canada;Null;CTT5;-4,0
8217;Kegaska Airport;Kegaska;Canada;ZKG;CTK6;-4,0
8218;Black Tickle Airport;Black Tickle;Canada;YBI;CCE4;-4,0
8219;Silver Springs Airport;Silver Springs;United States;SPZ;KSPZ;-8,0
8220;Whiteman Airport;Los Angeles;United States;WHP;KWHP;-8,0
8221;Madera Municipal Airport;Madera;United States;MAE;KMAE;-8,0
8223;Trail Airport;Trail;Canada;YZZ;CAD4;-8,0
8224;Victoria Airport;Patricia Bay;Canada;Null;CAP5;-8,0
8225;Old Arctic Bay Airport;Arctic Bay;Canada;YAB;CJX7;-6,0
8227;Birchwood Airport;Belmopan;Belize;BCV;PABV;-9,0
8228;Grand-Santi Airport;Grand-Santi;French Guiana;Null;SOGS;-3,0
8229;Maripasoula Airport;Maripasoula;French Guiana;MPY;SOOA;-3,0
8230;Saint-Laurent-du-Maroni Airport;Saint-Laurent-du-Maroni;French Guiana;LDX;SOOM;-3,0
8233;Kanas Airport;Burqin;China;KJI;ZWKN;8,0
8234;Capurganá Airport;Capurgana;Colombia;CPB;SKCA;-5,0
8235;Sohag International Airport;Sohag;Egypt;HMB;HEMK;2,0
8236;Presidente General Don Oscar D. Gestido International Airport;Rivera;Uruguay;RVY;SURV;-3,0
8237;Patos de Minas Airport;Patos de Minas;Brazil;POJ;SNPD;-3,0
8238;Bauru - Arealva Airport;Bauru;Brazil;JTC;SJTC;-3,0
8239;Ourilândia do Norte Airport;Ourilandia do Norte;Brazil;OIA;SDOW;-3,0
8240;Redenção Airport;Redencao;Brazil;RDC;SNDC;-3,0
8241;São Félix do Xingu Airport;Sao Felix do Xingu;Brazil;SXX;SNFX;-3,0
8242;Bonito Airport;Bointo;Brazil;BYO;SJDB;-4,0
8243;São Félix do Araguaia Airport;Sao Felix do Araguaia;Brazil;SXO;SWFX;-4,0
8244;Caçador Airport;Cacador;Brazil;CFC;SBCD;-3,0
8245;Carauari Airport;Carauari;Brazil;CAF;SWCA;-4,0
8246;Urucu Airport;Porto Urucu;Brazil;Null;SWUY;-4,0
8247;Eirunepé Airport;Eirunepe;Brazil;ERN;SWEI;-4,0
8248;Concórdia Airport;Concordia;Brazil;CCI;SSCK;-3,0
8249;Francisco Beltrão Airport;Francisco Beltrao;Brazil;FBE;SSFB;-3,0
8250;Confresa Airport;Confresa;Brazil;CFO;SJHG;-4,0
8252;Apalachicola Regional Airport;Apalachicola;United States;AAF;KAAF;-5,0
8253;Umuarama Airport;Umuarama;Brazil;UMU;SSUM;-3,0
8254;Diamantina Airport;Diamantina;Brazil;DTI;SNDT;-3,0
8255;Fonte Boa Airport;Fonte Boa;Brazil;FBA;SWOB;-4,0
8256;Senadora Eunice Micheles Airport;Sao Paulo de Olivenca;Brazil;OLC;SDCG;-4,0
8257;Humaitá Airport;Humaita;Brazil;HUW;SWHT;-4,0
8258;Tapuruquara Airport;Santa Isabel do Rio Negro;Brazil;IRZ;SWTP;-4,0
8259;Oriximiná Airport;Oriximina;Brazil;ORX;SNOX;-3,0
8260;Hotel Transamérica Airport;Una;Brazil;UNA;SBTC;-3,0
8265;Telfer Airport;Telfer;Australia;TEF;YTEF;8,0
8266;Gazipaşa Airport;Alanya;Turkey;GZP;LTGP;3,0
8273;Douglas Municipal Airport;Douglas;United States;DQH;KDQH;-5,0
8274;St Lucie County International Airport;Fort Pierce;United States;FRP;KFPR;-5,0
8276;Taunton Municipal King Field;Taunton;United States;TAN;KTAN;-5,0
8277;Plymouth Municipal Airport;Plymouth;United States;PYM;KPYM;-5,0
8278;Quonset State Airport;North Kingstown;United States;OQU;KOQU;-5,0
8280;Norwood Memorial Airport;Norwood;United States;OWD;KOWD;-5,0
8281;Barnes Municipal Airport;Westfield;United States;BAF;KBAF;-5,0
8282;Windham Airport;Willimantic;United States;IJD;KIJD;-5,0
8283;Orange County Airport;Montgomery;United States;MGJ;KMGJ;-5,0
8284;Capital City Airport;Harrisburg;United States;CXY;KCXY;-5,0
8285;Marshfield Municipal George Harlow Field;Marshfield;United States;GHG;KGHG;-5,0
8286;Danbury Municipal Airport;Danbury;United States;DXR;KDXR;-5,0
8287;Boire Field;Nashua;United States;ASH;KASH;-5,0
8288;Lawrence Municipal Airport;Lawrence;United States;LWM;KLWM;-5,0
8289;Waterbury Oxford Airport;Oxford;United States;OXC;KOXC;-5,0
8290;Fitchburg Municipal Airport;Fitchburg;United States;FIT;KFIT;-5,0
8291;Earl L. Small Jr. Field/Stockmar Airport;Villa Rica;United States;Null;20GA;-5,0
8292;Cartersville Airport;Cartersville;United States;VPC;KVPC;-5,0
8293;Centre-Piedmont-Cherokee County Regional Airport;Centre;United States;PYP;KPYP;-6,0
8294;Richard B Russell Airport;Rome;United States;RMG;KRMG;-5,0
8295;Northeast Alabama Regional Airport;Gadsden;United States;GAD;KGAD;-6,0
8296;Knoxville Downtown Island Airport;Knoxville;United States;DKX;KDKX;-5,0
8297;Barrow County Airport;Winder;United States;WDR;KWDR;-5,0
8298;Plantation Airpark;Sylvania;United States;JYL;KJYL;-5,0
8299;Dalton Municipal Airport;Dalton;United States;DNN;KDNN;-5,0
8300;West Georgia Regional O V Gray Field;Carrollton;United States;CTJ;KCTJ;-5,0
8302;Lagrange Callaway Airport;LaGrange;United States;LGC;KLGC;-5,0
8303;Baldwin County Airport;Milledgeville;United States;MLJ;KMLJ;-5,0
8305;Harris County Airport;Pine Mountain;United States;PIM;KPIM;-5,0
8306;Peachtree City Falcon Field;Atlanta;United States;FFC;KFFC;-5,0
8308;Lee Gilmer Memorial Airport;Gainesville;United States;GVL;KGVL;-5,0
8312;Harry Clever Field;New Philadelpha;United States;PHD;KPHD;-5,0
8313;Darlington County Jetport Airport;Darlington;United States;UDG;KUDG;-5,0
8314;Hilton Head Airport;Hilton Head Island;United States;HHH;KHXD;-5,0
8318;Daniel Field;Augusta;United States;DNL;KDNL;-5,0
8319;Foothills Regional Airport;Morganton;United States;MRN;KMRN;-5,0
8320;Pike County-Hatcher Field;Pikeville;United States;PBX;KPBX;-5,0
8321;Mallards Landing Airport;Locust Grove;United States;Null;GA04;-5,0
8322;Toccoa Airport - R.G. Letourneau Field;Toccoa;United States;TOC;KTOC;-5,0
8323;Compton Abbas Aerodrome;Shaftesbury;United Kingdom;Null;EGHA;0,0
8328;Suprunovka Airport;Poltava;Ukraine;PLV;UKHP;2,0
8331;Aweil Airport;Aweil;Sudan;Null;HSAW;3,0
8332;Wau Airport;Wau;Sudan;WUU;HSWW;3,0
8333;Humera Airport;Humera;Ethiopia;HUE;HAHU;3,0
8334;Moyale Airport;Moyale;Kenya;OYL;HKMY;3,0
8335;Zagora Airport;Zagora;Morocco;Null;GMAZ;0,0
8336;Yengema Airport;Yengema;Sierra Leone;WYE;GFYE;0,0
8337;Gbangbatok Airport;Gbangbatok;Sierra Leone;GBK;GFGK;0,0
8340;Turukhansk Airport;Turukhansk;Russia;Null;UOTT;7,0
8341;Podkamennaya Tunguska Airport;Bor;Russia;Null;UNIP;7,0
8342;Fort Worth Alliance Airport;Fort Worth;United States;AFW;KAFW;-6,0
8343;East Troy Municipal Airport;East Troy;United States;57C;K57C;-6,0
8344;Kolpashevo Airport;Kolpashevo;Russia;Null;UNLL;7,0
8347;Ali Al Salem Air Base;Kuwait;Kuwait;Null;OKAS;3,0
8348;Renmark Airport;Renmark;Australia;RMK;YREN;42864,0
8349;Leigh Creek Airport;Leigh Creek;Australia;LGH;YLEC;42864,0
8350;Warburton Airport;Warburton Community;Australia;Null;YWBR;8,0
8351;Cunderdin Airport;Cunderdin;Australia;Null;YCUN;8,0
8352;Rottnest Island Airport;Rottnest Island;Australia;RTS;YRTI;8,0
8353;Forrest Airport;Forrest;Australia;Null;YFRT;8,0
8354;Ballarat Airport;Ballarat;Australia;Null;YBLT;10,0
8355;Keewaywin Airport;Keewaywin;Canada;KEW;CPV8;-6,0
8356;Marathon Airport;Marathon;Canada;YSP;CYSP;-5,0
8357;Hearst René Fontaine Municipal Airport;Hearst;Canada;YHF;CYHF;-5,0
8358;Hornepayne Municipal Airport;Hornepayne;Canada;YHN;CYHN;-5,0
8359;Kirkland Lake Airport;Kirkland Lake;Canada;YKX;CYKX;-5,0
8360;Manitouwadge Airport;Manitouwadge;Canada;YMG;CYMG;-5,0
8361;Wawa Airport;Wawa;Canada;YXZ;CYXZ;-5,0
8362;Manitoulin East Municipal Airport;Manitowaning;Canada;YEM;CYEM;-5,0
8363;Slate Falls Airport;Slate Falls;Canada;Null;CKD9;-6,0
8364;Collingwood Airport;Collingwood;Canada;Null;CNY3;-5,0
8365;Brantford Municipal Airport;Brantford;Canada;YFD;CYFD;-5,0
8366;Lawrence Municipal Airport;Lawrence;United States;LWC;KLWC;-6,0
8367;Wellington Municipal Airport;Wellington;United States;EGT;KEGT;-6,0
8379;Pompano Beach Airpark;Pompano Beach;United States;PMP;KPMP;-5,0
8380;Mallacoota Airport;Mallacoota;Australia;XMC;YMCO;10,0
8394;Shelby County Airport;Alabaster;United States;EET;KEET;-6,0
8395;Yuendumu Airport;Yuendumu ;Australia;YUE;YYND;42864,0
8397;Sky Ranch At Carefree Airport;Carefree;United States;Null;18AZ;-7,0
8401;Lombok International Airport;Praya;Indonesia;LOP;WADL;8,0
8403;One Hundred Mile House Airport;One Hundred Mile House;Canada;Null;CAV3;-8,0
8404;South Cariboo Region / 108 Mile Airport;108 Mile Ranch;Canada;ZML;CZML;-8,0
8405;Glasgow City Heliport;Glasgow;United Kingdom;Null;EGEG;0,0
8406;Yarram Airport;Yarram;Australia;Null;YYRM;10,0
8407;Handan Airport;Handan;China;HDG;ZBHD;8,0
8409;Indianapolis Metropolitan Airport;Indianapolis;United States;UMP;KUMP;-5,0
8410;London-Corbin Airport/Magee Field;London;United States;LOZ;KLOZ;-5,0
8412;Simmons Army Air Field;Fredericksburg;United States;FBG;KFBG;-5,0
8414;Modlin Airport;Warsaw;Poland;WMI;EPMO;1,0
8417;Jixi Xingkaihu Airport;Jixi;China;JXA;ZYJX;8,0
8419;Jeongseok Airport;Seogwipo;South Korea;Null;RKPD;9,0
8423;Gimli Industrial Park Airport;Gimli;Canada;YGM;CYGM;-6,0
8426;Matheson Island Airport;Matheson Island;Canada;Null;CJT2;-6,0
8427;Tura Mountain Airport;Tura;Russia;Null;UNIT;7,0
8428;Beloyarskiy Airport;Beloyarsky;Russia;EYK;USHY;5,0
8430;John H Batten Airport;Racine;United States;RAC;KRAC;-6,0
8431;Cesar Lim Rodriguez Airport;Taytay;Philippines;RZP;RPSD;8,0
8432;Gera-Leumnitz Airport;Gera;Germany;Null;EDAJ;1,0
8435;Kasimovo Airfield;Saint-Petersburg;Russia;Null;XLLN;3,0
8438;Terlet Glider Field;Arnhem;Netherlands;Null;EHTL;1,0
8443;Redlands Municipal Airport;Redlands;United States;REI;KREI;-8,0
8445;Flabob Airport;Riverside;United States;RIR;KRIR;-8,0
8446;Tacoma Narrows Airport;Tacoma;United States;TIW;KTIW;-8,0
8459;Oerlinghausen Airport;TELGTE;Germany;Null;EDLO;1,0
8460;Jack Edwards Airport;Gulf Shores;United States;JKA;KJKA;-6,0
8461;General Villamil Airport;Isabela;Ecuador;Null;SEII;-6,0
8462;Balzers Heliport;Balzers;Switzerland;Null;LSXB;1,0
8467;Flugplatz Punitz;Punitz-Guessing;Austria;Null;LOGG;1,0
8468;Khmelnytskyi Airport;Khmeinitskiy;Ukraine;HMJ;UKLH;2,0
8469;Hiroshimanishi Airport;Hiroshima;Japan;HIW;RJBH;9,0
8472;Yalata Mission Airport;Yalata;Australia;Null;YYTA;42864,0
8473;Hazleton Municipal Airport;Hazleton;United States;HZL;KHZL;-5,0
8474;Greater Cumberland Regional Airport;Cumberland;United States;CBE;KCBE;-5,0
8475;Sugar Loaf Shores Airport;Key West;United States;Null;7FA1;-5,0
8476;Wyndham Airport;Wyndham;Australia;Null;YWYM;8,0
8477;Bob Quinn Lake Airport;Bob Quinn Lake;Canada;YBO;CBW4;-8,0
8482;Grabtsevo Airport;Kaluga;Russia;KLF;UUBC;3,0
8493;Tri-County Regional Airport;Lone Rock;United States;LNR;KLNR;-6,0
8494;Price County Airport;Phillips;United States;Null;KPBH;-6,0
8495;Monroe Municipal Airport;Monroe;United States;Null;KEFT;-6,0
8496;Joliet Regional Airport;Joliet;United States;JOT;KJOT;-6,0
8497;Illinois Valley Regional Airport-Walter A Duncan Field;Peru;United States;VYS;KVYS;-6,0
8499;Jackson County Reynolds Field;Jackson;United States;JXN;KJXN;-5,0
8500;Fuerstenwalde Airport;Furstenwalde;Germany;Null;EDAL;1,0
